ip,domainName,status,ports,whoisInfo,asnNum,asnInfo,blackListed
64.233.185.102,google.com,,,"{'domain_name': ['GOOGLE.COM', 'google.com'], 'name': None, 'organization': 'Google LLC', 'address': None, 'state': 'CA', 'city': None}",15169,"{'ISP': 'GOOGLE - Google LLC, US', 'Country': 'US', 'Registry': 'arin', 'Date Registered': '2000-03-30'}",False
